Course Name,Category,Subcategory,Overall Rating,Number of Ratings,Students Enrolled,Created By,Last Update,Language,Number of Translations,Original Price,Discounted Price,Course Duration,Number of Lessons
WebServices/Rest API Testing with SoapUI +Real time Projects,Software Testing,REST API,4.5,"15,957","79,128",Rahul Shetty,7.2022,English,"English [Auto], Bulgarian [Auto], 23 more",ג‚×349.90,ג‚×43.90,12.5 hours,13
Complete Machine Learning & Data Science Bootcamp 2023,Data Science,None,4.6,"15,895","93,719",Andrei Neagoie,4.2023,English,"English [Auto], Arabic [Auto], 13 more",ג‚×559.90,ג‚×69.90,43.5 hours,57
Javascript for Beginners Learn by Doing Practical Exercises,Web Development,JavaScript,4.4,"15,780","39,975",Edwin Diaz,1.2022,English,"English [Auto], French [Auto], 6 more",ג‚×349.90,ג‚×43.90,4 hours,3
Java Programming: Complete Beginner to Advanced,Programming Languages,Java,4.6,"15,695","529,108",CodeIn Academy,5.2023,English,"English [Auto], Spanish [Auto]",ג‚×69.90,ג‚×43.90,8.5 hours,None
Bash Scripting and Shell Programming (Linux Command Line),Programming Languages,Bash Shell,4.4,"15,241","82,035",Jason Cannon,5.2023,English,"English, Bulgarian [Auto], 20 more",ג‚×429.90,ג‚×53.90,2.5 hours,11
"MERN Stack Front To Back: Full Stack React, Redux & Node.js",Web Development,MERN Stack,4.6,"15,184","60,895",Brad Traversy,11.2019,English,"English [CC], French [Auto], 3 more",ג‚×429.90,ג‚×53.90,12 hours,4
The Complete Ruby on Rails Developer Course,Web Development,Ruby on Rails,4.4,"15,166","96,422",Rob Percival,2.2021,English,"English [Auto], Bulgarian [Auto], 19 more",ג‚×449.90,ג‚×55.90,45.5 hours,157
Learn DevOps: CI/CD with Jenkins using Pipelines and Docker,Software Development Tools,DevOps,4.4,"15,121","76,957",Edward Viaene,7.2022,English,"English [CC], French [Auto], 7 more",ג‚×89.90,ג‚×45.90,4.5 hours,1
Microservices with Node JS and React,Web Development,Microservices,4.8,"15,109","104,955",Stephen Grider,5.2023,English,"English [Auto], Arabic [Auto], 13 more",ג‚×399.90,ג‚×45.90,54 hours,75
Learn JMETER from Scratch on Live Apps -Performance Testing,Software Testing,JMeter,4.5,"14,873","74,169",Rahul Shetty,8.2022,English,"English [Auto], Bulgarian [Auto], 19 more",ג‚×399.90,ג‚×49.90,8.5 hours,2
"Jenkins, From Zero To Hero: Become a DevOps Jenkins Master",Software Development Tools,Jenkins,4.4,"14,805","117,934",Ricardo Andre Gonzalez Gomez,5.202,English,"English [Auto], Bulgarian [Auto], 21 more",ג‚×429.90,ג‚×49.90,10.5 hours,9
Taming Big Data with Apache Spark and Python - Hands On!,Data Science,Apache Spark,4.5,"14,714","89,428",Sundog Education by Frank Kane,1.2023,English,"English, Bulgarian [Auto], 24 more",ג‚×89.90,ג‚×49.90,7 hours,4
Learn HTML5 Programming From Scratch,Web Development,HTML5,4.3,"14,695","318,985",Eduonix Learning Solutions,11.2019,English,English [Auto],ג‚×89.90,ג‚×43.90,17 hours,5
The Complete WordPress Website Business Course,Web Development,WordPress,4,"14,641","77,490",Rob Percival,12.2022,English,"English [Auto], Indonesian [Auto], 4 more",ג‚×429.90,ג‚×53.90,22 hours,20
Docker Crash Course for busy DevOps and Developers,Web Development,DevOps,4.4,"14,548","66,228",Tao W.,5.2018,English,"English [Auto], French [Auto], 5 more",ג‚×399.90,ג‚×45.90,3 hours,14
Node with React: Fullstack Web Development,Web Development,React JS,4.5,"14,461","85,054",Stephen Grider,5.2023,English,"English [Auto], Indonesian [Auto], 8 more",ג‚×399.90,ג‚×45.90,25.5 hours,28
Data Structures and Algorithms: Deep Dive Using Java,Programming Languages,Java Algorithms,4.4,"14,326","91,730",Tim Buchalka,10.2022,English,"English, Bulgarian [Auto], 21 more",ג‚×349.90,ג‚×45.90,16 hours,2
Postman: The Complete Guide - REST API Testing,Software Testing,Postman,4.7,"14,197","82,915",Valentin Despa,4.2023,English,"English [Auto], Arabic [Auto], 14 more",ג‚×69.90,ג‚×43.90,19.5 hours,20
The Coding Interview Bootcamp: Algorithms + Data Structures,Web Development,Coding Interview,4.8,"14,129","95,247",Stephen Grider,5.2023,English,"English [Auto], Arabic [Auto], 15 more",ג‚×319.90,ג‚×45.90,13 hours,7
Selenium Webdriver with PYTHON from Scratch + Frameworks,Software Testing,Selenium Testing Framework,4.5,"14,126","70,897",Rahul Shetty,5.2023,English,"English [Auto], Bulgarian [Auto], 20 more",ג‚×399.90,ג‚×45.90,17 hours,17
The Agile Samurai Bootcamp,Database Design & Development,Agile,4.3,"14,110","45,855",Jonathan Rasmusson,8.2018,English,"English, Indonesian [Auto], 1 more",ג‚×349.90,ג‚×43.90,3 hours,3
Ultimate Web Designer & Web Developer Course,Web Development,Web Design,4.6,"14,063","81,023",Brad Hussey,3.2022,English,"English [Auto], Korean [Auto], 6 more",ג‚×399.90,ג‚×45.90,34 hours,2
iOS 10 & Swift 3: From Beginner to Paid Professionalג„¢,Mobile Development,Swift,4.4,"13,675","90,203",Mark Wahlbeck,10.2016,English,English,ג‚×349.90,ג‚×43.90,71 hours,3
NLP - Natural Language Processing with Python,Data Science,Natural Language Processing,4.6,"13,669","70,671",Jose Portilla,4.2023,English,"English [Auto], Arabic [Auto], 12 more",ג‚×429.90,ג‚×53.90,11.5 hours,2
Learn DevOps: Infrastructure Automation With Terraform,Software Development Tools,DevOps,4.5,"13,636","90,642",Edward Viaene,1.2022,English,"English [CC], Arabic [Auto], 12 more",ג‚×139.90,ג‚×45.90,11.5 hours,1
The Complete Front-End Web Development Course,Web Development,Front End Web Development,4.5,"13,601","425,482",Joseph Delgadillo,11.2022,English,English,ג‚×399.90,ג‚×45.90,17 hours,1
"GitLab CI: Pipelines, CI/CD and DevOps for Beginners",Software Development Tools,CI/CD,4.6,"13,480","77,721",Valentin Despa,5.2023,English,"English [Auto], Arabic [Auto], 12 more",ג‚×139.90,ג‚×45.90,5 hours,12
SOLID Principles: Introducing Software Architecture & Design,Software Engineering,Software Architecture,4.5,"13,471","49,707",Sujith George,11.2022,English,"English, French [Auto], 6 more",ג‚×69.90,ג‚×43.90,2 hours,None
Build Websites from Scratch with HTML & CSS,Web Development,CSS,4.6,"13,357","91,812",Brad Hussey,3.2023,English,"English, Bulgarian [Auto], 18 more",ג‚×399.90,ג‚×45.90,7 hours,None
Master Java Web Services and REST API with Spring Boot,Web Development,Java Web Services,4.5,"13,335","75,059",in28Minutes Official,5.2023,English,"English [Auto], Bulgarian [Auto], 22 more",ג‚×69.90,ג‚×43.90,12 hours,14
Core Java Made Easy (Covers the latest Java 17),Software Engineering,Java,4.5,"13,269","72,657",Bharath Thippireddy,5.2023,English,"English, Bulgarian [Auto], 21 more",ג‚×139.90,ג‚×43.90,28 hours,2
ES6 Javascript: The Complete Developer's Guide,Web Development,JavaScript,4.5,"13,182","56,054",Stephen Grider,5.2023,English,"English [Auto], Portuguese [Auto], 1 more",ג‚×279.90,ג‚×45.90,6 hours,3
Introduction to Machine Learning for Data Science,Data Science,Machine Learning,4.4,"13,047","59,982",David Valentine,7.202,English,"English [Auto], French [Auto], 5 more",ג‚×399.90,ג‚×45.90,5.5 hours,1
AWS Serverless APIs & Apps - A Complete Introduction,Web Development,Amazon AWS,4.5,"12,916","84,498",Academind by Maximilian Schwarzmֳ¼ller,5.2023,English,"English, Bulgarian [Auto], 20 more",ג‚×499.90,ג‚×67.90,7.5 hours,31
Learn Spring Boot 3 in 100 Steps - No 1 Java Framework,Web Development,Spring Boot,4.5,"12,866","83,858",in28Minutes Official,5.2023,English,"English [Auto], Bulgarian [Auto], 21 more",ג‚×69.90,ג‚×43.90,15.5 hours,19
Scala & Functional Programming Essentials | Rock the JVM,Programming Languages,Functional Programming,4.7,"12,839","55,655",Daniel Ciocֳ®rlan,10.2022,English,"English [Auto], Bulgarian [Auto], 19 more",ג‚×105.90,ג‚×53.90,11.5 hours,None
The Modern JavaScript Bootcamp,Web Development,JavaScript,4.5,"12,797","50,236",Andrew Mead,11.202,English,"English [Auto], Korean [Auto], 4 more",ג‚×299.90,ג‚×45.90,29.5 hours,None
JavaScript: The Advanced Concepts (2023 Update),Web Development,JavaScript,4.8,"12,741","68,365",Andrei Neagoie,4.2023,English,"English [Auto], Arabic [Auto], 12 more",ג‚×399.90,ג‚×45.90,25.5 hours,32
Entity Framework in Depth: The Complete Guide,Software Development Tools,Entity Framework,4.6,"12,691","59,729",Mosh Hamedani,8.2018,English,"English, French [Auto], 3 more",ג‚×349.90,ג‚×59.90,6.5 hours,2
"DevOps: CI/CD with Jenkins pipelines, Maven, Gradle",Software Development Tools,CI/CD,4.4,"12,372","46,401",TetraNoodle Team,2.2019,English,"English [Auto], French [Auto], 5 more",ג‚×399.90,ג‚×45.90,3.5 hours,None
PHP with Laravel for beginners - Become a Master in Laravel,Web Development,Laravel,4.4,"12,273","54,354",Edwin Diaz,3.2021,English,"English [Auto], French [Auto], 8 more",ג‚×399.90,ג‚×45.90,43 hours,19
"The Complete PL/SQL Bootcamp : ""Beginner to Advanced PL/SQL""",Database Design & Development,PL/SQL,4.5,"12,197","66,166","Oracle Master Training | 200,000+ Students Worldwide",5.2023,English,"English [CC], Bulgarian [Auto], 24 more",ג‚×399.90,ג‚×45.90,25 hours,82
Learn to Code in Python 3: Programming beginner to advanced,Programming Languages,Python,4.5,"11,974","273,649",Ivan Lourenֳ§o Gomes,5.202,English,English [Auto],ג‚×319.90,ג‚×43.90,5.5 hours,None
Python for Machine Learning & Data Science Masterclass,Data Science,Python,4.6,"11,918","87,918",Jose Portilla,9.2021,English,"English [Auto], Arabic [Auto], 13 more",ג‚×399.90,ג‚×45.90,44 hours,6
"Beginner Full Stack Web Development: HTML, CSS, React & Node",Web Development,Full Stack Web Development,4.4,"11,912","119,842",Mark Wahlbeck,10.202,English,"English [Auto], French [Auto], 1 more",ג‚×399.90,ג‚×49.90,31.5 hours,4
Complete UiPath RPA Developer Course: Build 7 Robots,Programming Languages,UiPath,4.7,"11,850","48,582",Leon Petrou,4.2023,English,"English [CC], French [Auto], 6 more",ג‚×399.90,ג‚×45.90,30 hours,38
Data Science: Natural Language Processing (NLP) in Python,Data Science,Python,4.6,"11,663","44,660",Lazy Programmer Inc.,5.2023,English,"English [Auto], German [Auto], 3 more",ג‚×399.90,ג‚×49.90,12 hours,None
Node.js: The Complete Guide to Build RESTful APIs (2018),Web Development,Node.Js,4.6,"11,649","49,237",Mosh Hamedani,4.2018,English,"English, French [Auto], 9 more",ג‚×429.90,ג‚×53.90,15 hours,14
Programming with Python : HandsOn Introduction for Beginners,Programming Languages,Python,4.4,"11,588","153,723",Febin George,11.2021,English,"English [Auto], Bulgarian [Auto], 13 more",ג‚×349.90,ג‚×43.90,3.5 hours,1
Typescript: The Complete Developer's Guide,Programming Languages,Typescript,4.6,"11,526","69,170",Stephen Grider,5.2023,English,"English [Auto], Arabic [Auto], 13 more",ג‚×429.90,ג‚×53.90,27 hours,26
AWS CloudFormation Master Class v2 [2022],Web Development,AWS CloudFormation,4.7,"11,511","56,357","Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",5.2023,English,"English, French [Auto], 3 more",ג‚×399.90,ג‚×49.90,7 hours,10
The Modern Javascript Bootcamp Course (2022),Programming Languages,JavaScript,4.7,"11,480","63,122",Colt Steele,5.2023,English,"English [Auto], Arabic [Auto], 13 more",ג‚×399.90,ג‚×45.90,52 hours,4
Cypress -Modern Automation Testing from Scratch + Frameworks,Software Testing,Cypress.io,4.6,"11,472","54,989",Rahul Shetty,4.2023,English,"English [Auto], Bulgarian [Auto], 21 more",ג‚×399.90,ג‚×49.90,17 hours,24
Selenium WebDriver with Java for beginners,Software Testing,Selenium WebDriver,4.5,"11,455","39,138",Dmitry Shyshkin,1.2023,English,"English [Auto], French [Auto], 6 more",ג‚×279.90,ג‚×45.90,6.5 hours,None
Learn JAVA Programming - Beginner to Master,Programming Languages,Java,4.6,"11,426","50,430",Abdul Bari,5.2023,English,"English [Auto], Bulgarian [Auto], 21 more",ג‚×399.90,ג‚×45.90,61.5 hours,None
Next.js & React - The Complete Guide (incl. Two Paths!),Web Development,Next.js,4.7,"11,325","73,616",Maximilian Schwarzmֳ¼ller,5.2023,English,"English [CC], Bulgarian [Auto], 15 more",ג‚×399.90,ג‚×45.90,25 hours,26
Quick Introduction to Postman and API Testing for Beginners,Software Testing,API Testing,4.6,"11,240","59,455",Valentin Despa,3.2023,English,"English [Auto], Indonesian [Auto], 1 more",ג‚×69.90,ג‚×43.90,3 hours,4
"Python for Data Structures, Algorithms, and Interviews!",Programming Languages,Python,4.4,"11,170","79,826",Jose Portilla,7.2022,English,"English, French [Auto], 11 more",ג‚×399.90,ג‚×45.90,16.5 hours,20
Pre-Programming: Everything you need to know before you code,Programming Languages,Web Development,4.6,"11,067","119,736",Evan Kimbrell,3.2023,English,"English, Turkish [Auto], 1 more",ג‚×399.90,ג‚×45.90,6.5 hours,22
"JSP, Servlets and JDBC for Beginners: Build a Database App",Programming Languages,JDBC,4.6,"11,055","51,143",Chad Darby,12.2022,English,"English, Spanish, 1 more",ג‚×399.90,ג‚×45.90,8.5 hours,32
Unreal Engine 4: How to Develop Your First Two Games,Game Development,Unreal Engine,4.4,"10,983","63,135",Christopher Murphy,6.2017,English,"English [Auto], French [Auto], 8 more",ג‚×399.90,ג‚×45.90,15.5 hours,None
Advanced React and Redux,Web Development,React JS,4.1,"10,924","84,649",Stephen Grider,5.2023,English,"English [CC], Indonesian [Auto], 7 more",ג‚×399.90,ג‚×45.90,21 hours,8
Complete guide to ASP.NET Core MVC (.NET 8) [E-Commerce App],Web Development,ASP.NET Core,4.5,"10,869","53,473",Bhrugen Patel,4.2023,English,"English [Auto], Bulgarian [Auto], 16 more",ג‚×399.90,ג‚×45.90,31 hours,9
The Complete iOS 10 & Swift 3 Developer Course,Mobile Development,iOS Development,4.5,"10,829","62,804",Rob Percival,8.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,29.5 hours,101
The Complete Android 12 & Kotlin Development Masterclass,Mobile Development,Android Development,4.5,"10,795","58,845",Denis Panjuta,7.2022,English,"English [Auto], Arabic [Auto], 12 more",ג‚×559.90,ג‚×69.90,47 hours,35
Design Patterns in C# and .NET,Programming Languages,Design Patterns (software),4.6,"10,706","74,087",Dmitri Nesteruk,3.2022,English,"English [Auto], Bulgarian [Auto], 22 more",ג‚×349.90,ג‚×55.90,20.5 hours,None
GitHub Ultimate: Master Git and GitHub - Beginner to Expert,Software Engineering,GitHub,4.4,"10,655","61,667",Jason Taylor,8.2022,English,"English, French [Auto], 9 more",ג‚×349.90,ג‚×53.90,6.5 hours,3
RPG Core Combat Creator: Learn Intermediate Unity C# Coding,Game Development,C#,4.8,"10,628","101,914",Ben Tristem,2.2023,English,"English [Auto], Arabic [Auto], 14 more",ג‚×459.90,ג‚×55.90,27.5 hours,6
Statistics for Business Analytics and Data Science A-Zג„¢,Data Science,Statistics,4.7,"10,559","59,448",Kirill Eremenko,1.2023,English,"English [Auto], French [Auto], 9 more",ג‚×399.90,ג‚×49.90,6 hours,3
Progressive Web Apps (PWA) - The Complete Guide,Web Development,Progressive Web App,4.6,"10,532","61,591",Academind by Maximilian Schwarzmֳ¼ller,11.2022,English,"English, French [Auto], 8 more",ג‚×399.90,ג‚×45.90,15.5 hours,25
C++: From Beginner to Expert,Programming Languages,C++,4.2,"10,422","51,199",Arkadiusz Wֵ‚odarczyk,5.2023,English,"English [Auto], French [Auto], 8 more",ג‚×399.90,ג‚×45.90,17 hours,11
Android Java Masterclass - Become an App Developer,Mobile Development,Android Development,4.2,"10,409","69,098",Tim Buchalka,8.2021,English,English,ג‚×349.90,ג‚×45.90,60 hours,11
Practice Java by Building Projects,Programming Languages,Java,4.3,"10,266","119,595",Tim Short,10.2017,English,English [Auto],ג‚×69.90,ג‚×43.90,3.5 hours,None
Ethereum Blockchain Developer Bootcamp With Solidity (2023),Programming Languages,Blockchain,4.5,"10,204","63,409",Ravinder Deol,4.2023,English,"English [Auto], Arabic [Auto], 8 more",ג‚×399.90,ג‚×45.90,23.5 hours,77
"Modern JavaScript (Complete guide, from Novice to Ninja)",Web Development,JavaScript,4.7,"10,184","32,932",The Net Ninja (Shaun Pelling),10.2021,English,English [Auto],ג‚×349.90,ג‚×45.90,20.5 hours,None
Microservices: Designing Highly Scalable Systems,Software Engineering,Microservices,4.5,"10,117","32,636",Sean Campbell,4.2023,English,"English [Auto], Simplified Chinese [Auto]",ג‚×69.90,ג‚×43.90,1.5 hours,None
"50 Projects In 50 Days - HTML, CSS & JavaScript",Web Development,CSS,4.7,"9,994","66,650",Brad Traversy,12.202,English,"English [Auto], Arabic [Auto], 13 more",ג‚×349.90,ג‚×45.90,18.5 hours,1
Robot Framework Test Automation - Level 1 ( Selenium ),Software Testing,Selenium Testing Framework,4.6,"9,912","39,686",Bryan Lamb,11.2022,English,"English [Auto], French [Auto], 8 more",ג‚×299.90,ג‚×45.90,8.5 hours,1
Xamarin Forms: Build Native Cross-platform Apps with C#,Mobile Development,C#,4.7,"9,847","46,103",Mosh Hamedani,4.2018,English,"English, Bulgarian [Auto], 21 more",ג‚×399.90,ג‚×45.90,7.5 hours,17
GraphQL with React: The Complete Developers Guide,Web Development,GraphQL,4.4,"9,833","61,505",Stephen Grider,5.2023,English,"English [Auto], French [Auto], 9 more",ג‚×399.90,ג‚×45.90,13 hours,4
Selenium WebDriver 4 With Java - Novice To Ninja + Interview,Software Testing,Selenium WebDriver,4.5,"9,826","38,287",Lets Kode It,5.2023,English,"English [Auto], Italian [Auto], 4 more",ג‚×399.90,ג‚×49.90,44 hours,13
Bash Shell Scripting: Crash Course For Beginners,Web Development,Bash Shell,4.5,"9,779","32,926",Francesco Santi,4.202,English,"English [Auto], Simplified Chinese [Auto]",ג‚×399.90,ג‚×49.90,5.5 hours,8
Python 3: Deep Dive (Part 1 - Functional),Programming Languages,Python,4.8,"9,720","49,001",Dr. Fred Baptiste,12.2022,English,"English [Auto], Bulgarian [Auto], 14 more",ג‚×399.90,ג‚×45.90,46 hours,3
